province,county,township,name,votes
استان سمنان,شاهرود,بخش بسطام,روحاني,9116
استان سمنان,شاهرود,بخش بسطام,قاليباف,8400
استان سمنان,شاهرود,بخش بسطام,جليلي,6225
استان سمنان,شاهرود,بخش بسطام,ولايتي,2543
استان سمنان,شاهرود,بخش بسطام,رضائي ميرقائد,986
استان سمنان,شاهرود,بخش بسطام,غرضي,369
استان سمنان,شاهرود,بخش بيارجمند,روحاني,1969
استان سمنان,شاهرود,بخش بيارجمند,قاليباف,1385
استان سمنان,شاهرود,بخش بيارجمند,جليلي,861
استان سمنان,شاهرود,بخش بيارجمند,ولايتي,574
استان سمنان,شاهرود,بخش بيارجمند,رضائي ميرقائد,197
استان سمنان,شاهرود,بخش بيارجمند,غرضي,58
استان سمنان,شاهرود,بخش مركزي شهرستان شاهرود,روحاني,35651
استان سمنان,شاهرود,بخش مركزي شهرستان شاهرود,قاليباف,22744
استان سمنان,شاهرود,بخش مركزي شهرستان شاهرود,جليلي,14336
استان سمنان,شاهرود,بخش مركزي شهرستان شاهرود,ولايتي,6430
استان سمنان,شاهرود,بخش مركزي شهرستان شاهرود,رضائي ميرقائد,3707
استان سمنان,شاهرود,بخش مركزي شهرستان شاهرود,غرضي,1168
استان سمنان,گرمسار,بخش ايوانكي,روحاني,4265
استان سمنان,گرمسار,بخش ايوانكي,قاليباف,1415
استان سمنان,گرمسار,بخش ايوانكي,جليلي,1134
استان سمنان,گرمسار,بخش ايوانكي,رضائي ميرقائد,378
استان سمنان,گرمسار,بخش ايوانكي,ولايتي,365
استان سمنان,گرمسار,بخش ايوانكي,غرضي,149
استان سمنان,گرمسار,بخش مركزي شهرستان گرمسار,روحاني,13537
استان سمنان,گرمسار,بخش مركزي شهرستان گرمسار,قاليباف,5503
استان سمنان,گرمسار,بخش مركزي شهرستان گرمسار,جليلي,4344
استان سمنان,گرمسار,بخش مركزي شهرستان گرمسار,ولايتي,1611
استان سمنان,گرمسار,بخش مركزي شهرستان گرمسار,رضائي ميرقائد,1296
استان سمنان,گرمسار,بخش مركزي شهرستان گرمسار,غرضي,441
استان سمنان,مهدي شهر,بخش شهميرزاد,روحاني,6984
استان سمنان,مهدي شهر,بخش شهميرزاد,قاليباف,2010
استان سمنان,مهدي شهر,بخش شهميرزاد,جليلي,1229
استان سمنان,مهدي شهر,بخش شهميرزاد,ولايتي,585
استان سمنان,مهدي شهر,بخش شهميرزاد,رضائي ميرقائد,445
استان سمنان,مهدي شهر,بخش شهميرزاد,غرضي,134
استان سمنان,مهدي شهر,بخش مركزي شهرستان مهدي شهر,روحاني,6843
استان سمنان,مهدي شهر,بخش مركزي شهرستان مهدي شهر,قاليباف,2937
استان سمنان,مهدي شهر,بخش مركزي شهرستان مهدي شهر,جليلي,1870
استان سمنان,مهدي شهر,بخش مركزي شهرستان مهدي شهر,ولايتي,1168
استان سمنان,مهدي شهر,بخش مركزي شهرستان مهدي شهر,رضائي ميرقائد,667
استان سمنان,مهدي شهر,بخش مركزي شهرستان مهدي شهر,غرضي,212
استان سمنان,ميامي,بخش کالپوش,روحاني,3805
استان سمنان,ميامي,بخش کالپوش,قاليباف,3294
استان سمنان,ميامي,بخش کالپوش,جليلي,2876
استان سمنان,ميامي,بخش کالپوش,ولايتي,877
استان سمنان,ميامي,بخش کالپوش,رضائي ميرقائد,434
استان سمنان,ميامي,بخش کالپوش,غرضي,149
استان سمنان,ميامي,بخش مركزي شهرستان ميامي,روحاني,5030
استان سمنان,ميامي,بخش مركزي شهرستان ميامي,قاليباف,3866
استان سمنان,ميامي,بخش مركزي شهرستان ميامي,جليلي,2091
استان سمنان,ميامي,بخش مركزي شهرستان ميامي,ولايتي,1107
استان سمنان,ميامي,بخش مركزي شهرستان ميامي,رضائي ميرقائد,478
استان سمنان,ميامي,بخش مركزي شهرستان ميامي,غرضي,174
استان سيستان و بلوچستان,ايرانشهر,بخش بزمان,روحاني,3236
استان سيستان و بلوچستان,ايرانشهر,بخش بزمان,رضائي ميرقائد,878
استان سيستان و بلوچستان,ايرانشهر,بخش بزمان,جليلي,729
استان سيستان و بلوچستان,ايرانشهر,بخش بزمان,قاليباف,645
استان سيستان و بلوچستان,ايرانشهر,بخش بزمان,ولايتي,564
استان سيستان و بلوچستان,ايرانشهر,بخش بزمان,غرضي,91
استان سيستان و بلوچستان,ايرانشهر,بخش بمپور,روحاني,17946
استان سيستان و بلوچستان,ايرانشهر,بخش بمپور,رضائي ميرقائد,2726
استان سيستان و بلوچستان,ايرانشهر,بخش بمپور,قاليباف,1226
استان سيستان و بلوچستان,ايرانشهر,بخش بمپور,جليلي,819
استان سيستان و بلوچستان,ايرانشهر,بخش بمپور,ولايتي,362
استان سيستان و بلوچستان,ايرانشهر,بخش بمپور,غرضي,233
استان سيستان و بلوچستان,ايرانشهر,بخش مركزي شهرستان ايرانشهر,روحاني,51439
استان سيستان و بلوچستان,ايرانشهر,بخش مركزي شهرستان ايرانشهر,رضائي ميرقائد,4745
استان سيستان و بلوچستان,ايرانشهر,بخش مركزي شهرستان ايرانشهر,قاليباف,3792
استان سيستان و بلوچستان,ايرانشهر,بخش مركزي شهرستان ايرانشهر,جليلي,2271
استان سيستان و بلوچستان,ايرانشهر,بخش مركزي شهرستان ايرانشهر,ولايتي,1212
استان سيستان و بلوچستان,ايرانشهر,بخش مركزي شهرستان ايرانشهر,غرضي,668
استان سيستان و بلوچستان,چاه بهار,بخش پلان,روحاني,12572
استان سيستان و بلوچستان,چاه بهار,بخش پلان,رضائي ميرقائد,450
استان سيستان و بلوچستان,چاه بهار,بخش پلان,قاليباف,336
استان سيستان و بلوچستان,چاه بهار,بخش پلان,ولايتي,87
استان سيستان و بلوچستان,چاه بهار,بخش پلان,جليلي,78
استان سيستان و بلوچستان,چاه بهار,بخش پلان,غرضي,16
استان سيستان و بلوچستان,چاه بهار,بخش دشتياري,روحاني,22083
استان سيستان و بلوچستان,چاه بهار,بخش دشتياري,قاليباف,1500
استان سيستان و بلوچستان,چاه بهار,بخش دشتياري,رضائي ميرقائد,955
استان سيستان و بلوچستان,چاه بهار,بخش دشتياري,جليلي,340
استان سيستان و بلوچستان,چاه بهار,بخش دشتياري,ولايتي,268
استان سيستان و بلوچستان,چاه بهار,بخش دشتياري,غرضي,43
استان سيستان و بلوچستان,چاه بهار,بخش مركزي شهرستان چاه بهار,روحاني,47646
استان سيستان و بلوچستان,چاه بهار,بخش مركزي شهرستان چاه بهار,قاليباف,3396
استان سيستان و بلوچستان,چاه بهار,بخش مركزي شهرستان چاه بهار,رضائي ميرقائد,3261
استان سيستان و بلوچستان,چاه بهار,بخش مركزي شهرستان چاه بهار,جليلي,2210
استان سيستان و بلوچستان,چاه بهار,بخش مركزي شهرستان چاه بهار,ولايتي,1005
استان سيستان و بلوچستان,چاه بهار,بخش مركزي شهرستان چاه بهار,غرضي,372
استان سيستان و بلوچستان,خاش,بخش ايرندگان,روحاني,3906
استان سيستان و بلوچستان,خاش,بخش ايرندگان,رضائي ميرقائد,483
استان سيستان و بلوچستان,خاش,بخش ايرندگان,جليلي,320
استان سيستان و بلوچستان,خاش,بخش ايرندگان,قاليباف,246
استان سيستان و بلوچستان,خاش,بخش ايرندگان,ولايتي,87
استان سيستان و بلوچستان,خاش,بخش ايرندگان,غرضي,24
استان سيستان و بلوچستان,خاش,بخش مركزي شهرستان خاش,روحاني,36429
استان سيستان و بلوچستان,خاش,بخش مركزي شهرستان خاش,قاليباف,3272
استان سيستان و بلوچستان,خاش,بخش مركزي شهرستان خاش,رضائي ميرقائد,2059
استان سيستان و بلوچستان,خاش,بخش مركزي شهرستان خاش,جليلي,1336
استان سيستان و بلوچستان,خاش,بخش مركزي شهرستان خاش,ولايتي,1258
استان سيستان و بلوچستان,خاش,بخش مركزي شهرستان خاش,غرضي,301
استان سيستان و بلوچستان,خاش,بخش نوك آباد,روحاني,15803
استان سيستان و بلوچستان,خاش,بخش نوك آباد,قاليباف,579
استان سيستان و بلوچستان,خاش,بخش نوك آباد,جليلي,317
استان سيستان و بلوچستان,خاش,بخش نوك آباد,رضائي ميرقائد,263
استان سيستان و بلوچستان,خاش,بخش نوك آباد,ولايتي,69
استان سيستان و بلوچستان,خاش,بخش نوك آباد,غرضي,45
استان سيستان و بلوچستان,دلگان,بخش جلگه چاه هاشم,روحاني,5759
استان سيستان و بلوچستان,دلگان,بخش جلگه چاه هاشم,رضائي ميرقائد,2061
استان سيستان و بلوچستان,دلگان,بخش جلگه چاه هاشم,جليلي,1085
استان سيستان و بلوچستان,دلگان,بخش جلگه چاه هاشم,قاليباف,491
استان سيستان و بلوچستان,دلگان,بخش جلگه چاه هاشم,ولايتي,101
استان سيستان و بلوچستان,دلگان,بخش جلگه چاه هاشم,غرضي,30
استان سيستان و بلوچستان,دلگان,بخش مركزي شهرستان دلگان,رضائي ميرقائد,5725
استان سيستان و بلوچستان,دلگان,بخش مركزي شهرستان دلگان,روحاني,4971
استان سيستان و بلوچستان,دلگان,بخش مركزي شهرستان دلگان,جليلي,4551
استان سيستان و بلوچستان,دلگان,بخش مركزي شهرستان دلگان,قاليباف,2852
استان سيستان و بلوچستان,دلگان,بخش مركزي شهرستان دلگان,ولايتي,251
استان سيستان و بلوچستان,دلگان,بخش مركزي شهرستان دلگان,غرضي,122
استان سيستان و بلوچستان,زابل,بخش مركزي شهرستان زابل,روحاني,39425
استان سيستان و بلوچستان,زابل,بخش مركزي شهرستان زابل,قاليباف,16172
استان سيستان و بلوچستان,زابل,بخش مركزي شهرستان زابل,جليلي,7489
استان سيستان و بلوچستان,زابل,بخش مركزي شهرستان زابل,ولايتي,5121
استان سيستان و بلوچستان,زابل,بخش مركزي شهرستان زابل,رضائي ميرقائد,4519
استان سيستان و بلوچستان,زابل,بخش مركزي شهرستان زابل,غرضي,1212
استان سيستان و بلوچستان,زاهدان,بخش كورين,روحاني,6865
استان سيستان و بلوچستان,زاهدان,بخش كورين,قاليباف,385
استان سيستان و بلوچستان,زاهدان,بخش كورين,رضائي ميرقائد,324
استان سيستان و بلوچستان,زاهدان,بخش كورين,جليلي,155
استان سيستان و بلوچستان,زاهدان,بخش كورين,ولايتي,40
استان سيستان و بلوچستان,زاهدان,بخش كورين,غرضي,36
استان سيستان و بلوچستان,زاهدان,بخش مركزي شهرستان زاهدان,روحاني,150812
استان سيستان و بلوچستان,زاهدان,بخش مركزي شهرستان زاهدان,قاليباف,31520
استان سيستان و بلوچستان,زاهدان,بخش مركزي شهرستان زاهدان,جليلي,22641
استان سيستان و بلوچستان,زاهدان,بخش مركزي شهرستان زاهدان,ولايتي,14428
استان سيستان و بلوچستان,زاهدان,بخش مركزي شهرستان زاهدان,رضائي ميرقائد,9718
استان سيستان و بلوچستان,زاهدان,بخش مركزي شهرستان زاهدان,غرضي,2419
استان سيستان و بلوچستان,زاهدان,بخش نصرت آباد,روحاني,7102
استان سيستان و بلوچستان,زاهدان,بخش نصرت آباد,قاليباف,758
استان سيستان و بلوچستان,زاهدان,بخش نصرت آباد,رضائي ميرقائد,222
استان سيستان و بلوچستان,زاهدان,بخش نصرت آباد,جليلي,174
استان سيستان و بلوچستان,زاهدان,بخش نصرت آباد,ولايتي,68
استان سيستان و بلوچستان,زاهدان,بخش نصرت آباد,غرضي,38
استان سيستان و بلوچستان,زهك,بخش جزينك,روحاني,4903
استان سيستان و بلوچستان,زهك,بخش جزينك,قاليباف,2491
استان سيستان و بلوچستان,زهك,بخش جزينك,جليلي,1258
استان سيستان و بلوچستان,زهك,بخش جزينك,رضائي ميرقائد,964
استان سيستان و بلوچستان,زهك,بخش جزينك,ولايتي,877
استان سيستان و بلوچستان,زهك,بخش جزينك,غرضي,180
استان سيستان و بلوچستان,زهك,بخش مركزي شهرستان زهك,روحاني,14127
استان سيستان و بلوچستان,زهك,بخش مركزي شهرستان زهك,قاليباف,4510
استان سيستان و بلوچستان,زهك,بخش مركزي شهرستان زهك,جليلي,2949
استان سيستان و بلوچستان,زهك,بخش مركزي شهرستان زهك,رضائي ميرقائد,1553
استان سيستان و بلوچستان,زهك,بخش مركزي شهرستان زهك,ولايتي,1206
استان سيستان و بلوچستان,زهك,بخش مركزي شهرستان زهك,غرضي,330
استان سيستان و بلوچستان,سراوان,بخش بم پشت,روحاني,11877
استان سيستان و بلوچستان,سراوان,بخش بم پشت,قاليباف,1143
استان سيستان و بلوچستان,سراوان,بخش بم پشت,رضائي ميرقائد,409
استان سيستان و بلوچستان,سراوان,بخش بم پشت,جليلي,391
استان سيستان و بلوچستان,سراوان,بخش بم پشت,ولايتي,121
استان سيستان و بلوچستان,سراوان,بخش بم پشت,غرضي,58
استان سيستان و بلوچستان,سراوان,بخش جالق,روحاني,10499
استان سيستان و بلوچستان,سراوان,بخش جالق,قاليباف,743
استان سيستان و بلوچستان,سراوان,بخش جالق,ولايتي,414
استان سيستان و بلوچستان,سراوان,بخش جالق,رضائي ميرقائد,348
استان سيستان و بلوچستان,سراوان,بخش جالق,جليلي,314
استان سيستان و بلوچستان,سراوان,بخش جالق,غرضي,87
استان سيستان و بلوچستان,سراوان,بخش مركزي شهرستان سراوان,روحاني,37976
استان سيستان و بلوچستان,سراوان,بخش مركزي شهرستان سراوان,قاليباف,3229
استان سيستان و بلوچستان,سراوان,بخش مركزي شهرستان سراوان,جليلي,1609
استان سيستان و بلوچستان,سراوان,بخش مركزي شهرستان سراوان,رضائي ميرقائد,1394
استان سيستان و بلوچستان,سراوان,بخش مركزي شهرستان سراوان,ولايتي,904
استان سيستان و بلوچستان,سراوان,بخش مركزي شهرستان سراوان,غرضي,339
استان سيستان و بلوچستان,سرباز,بخش پارود,روحاني,7577
استان سيستان و بلوچستان,سرباز,بخش پارود,قاليباف,1841
استان سيستان و بلوچستان,سرباز,بخش پارود,رضائي ميرقائد,924
استان سيستان و بلوچستان,سرباز,بخش پارود,جليلي,136
استان سيستان و بلوچستان,سرباز,بخش پارود,ولايتي,73
استان سيستان و بلوچستان,سرباز,بخش پارود,غرضي,21
استان سيستان و بلوچستان,سرباز,بخش پيشين,روحاني,6268
استان سيستان و بلوچستان,سرباز,بخش پيشين,قاليباف,333
استان سيستان و بلوچستان,سرباز,بخش پيشين,رضائي ميرقائد,280
استان سيستان و بلوچستان,سرباز,بخش پيشين,ولايتي,185
استان سيستان و بلوچستان,سرباز,بخش پيشين,جليلي,183
استان سيستان و بلوچستان,سرباز,بخش پيشين,غرضي,27
استان سيستان و بلوچستان,سرباز,بخش سرباز,روحاني,31181
استان سيستان و بلوچستان,سرباز,بخش سرباز,رضائي ميرقائد,1362
استان سيستان و بلوچستان,سرباز,بخش سرباز,قاليباف,859
استان سيستان و بلوچستان,سرباز,بخش سرباز,جليلي,454
استان سيستان و بلوچستان,سرباز,بخش سرباز,ولايتي,189
استان سيستان و بلوچستان,سرباز,بخش سرباز,غرضي,145
استان سيستان و بلوچستان,سرباز,بخش مركزي شهرستان سرباز,روحاني,8676
استان سيستان و بلوچستان,سرباز,بخش مركزي شهرستان سرباز,قاليباف,628
استان سيستان و بلوچستان,سرباز,بخش مركزي شهرستان سرباز,رضائي ميرقائد,401
استان سيستان و بلوچستان,سرباز,بخش مركزي شهرستان سرباز,جليلي,400
استان سيستان و بلوچستان,سرباز,بخش مركزي شهرستان سرباز,ولايتي,94
استان سيستان و بلوچستان,سرباز,بخش مركزي شهرستان سرباز,غرضي,29
استان سيستان و بلوچستان,سيب سوران,بخش مركزي شهرستان سيب سوران,روحاني,18328
استان سيستان و بلوچستان,سيب سوران,بخش مركزي شهرستان سيب سوران,رضائي ميرقائد,1140
استان سيستان و بلوچستان,سيب سوران,بخش مركزي شهرستان سيب سوران,قاليباف,830
استان سيستان و بلوچستان,سيب سوران,بخش مركزي شهرستان سيب سوران,ولايتي,774
استان سيستان و بلوچستان,سيب سوران,بخش مركزي شهرستان سيب سوران,جليلي,630
استان سيستان و بلوچستان,سيب سوران,بخش مركزي شهرستان سيب سوران,غرضي,214
استان سيستان و بلوچستان,سيب سوران,بخش هيدوچ,روحاني,8055
استان سيستان و بلوچستان,سيب سوران,بخش هيدوچ,قاليباف,482
استان سيستان و بلوچستان,سيب سوران,بخش هيدوچ,جليلي,315
استان سيستان و بلوچستان,سيب سوران,بخش هيدوچ,رضائي ميرقائد,240
استان سيستان و بلوچستان,سيب سوران,بخش هيدوچ,ولايتي,67
استان سيستان و بلوچستان,سيب سوران,بخش هيدوچ,غرضي,30
استان سيستان و بلوچستان,قصر قند,بخش تلنگ,روحاني,6110
استان سيستان و بلوچستان,قصر قند,بخش تلنگ,رضائي ميرقائد,442
استان سيستان و بلوچستان,قصر قند,بخش تلنگ,قاليباف,143
استان سيستان و بلوچستان,قصر قند,بخش تلنگ,ولايتي,58
استان سيستان و بلوچستان,قصر قند,بخش تلنگ,جليلي,39
استان سيستان و بلوچستان,قصر قند,بخش تلنگ,غرضي,39
استان سيستان و بلوچستان,قصر قند,بخش ساربوك,روحاني,5621
استان سيستان و بلوچستان,قصر قند,بخش ساربوك,رضائي ميرقائد,506
استان سيستان و بلوچستان,قصر قند,بخش ساربوك,قاليباف,152
استان سيستان و بلوچستان,قصر قند,بخش ساربوك,ولايتي,80
استان سيستان و بلوچستان,قصر قند,بخش ساربوك,جليلي,47
استان سيستان و بلوچستان,قصر قند,بخش ساربوك,غرضي,19
استان سيستان و بلوچستان,قصر قند,بخش مركزي شهرستان قصر قند,روحاني,8067
استان سيستان و بلوچستان,قصر قند,بخش مركزي شهرستان قصر قند,قاليباف,817
استان سيستان و بلوچستان,قصر قند,بخش مركزي شهرستان قصر قند,رضائي ميرقائد,694
استان سيستان و بلوچستان,قصر قند,بخش مركزي شهرستان قصر قند,جليلي,110
استان سيستان و بلوچستان,قصر قند,بخش مركزي شهرستان قصر قند,ولايتي,108
استان سيستان و بلوچستان,قصر قند,بخش مركزي شهرستان قصر قند,غرضي,42
استان سيستان و بلوچستان,كنارك,بخش زرآباد,روحاني,5876
استان سيستان و بلوچستان,كنارك,بخش زرآباد,رضائي ميرقائد,440
استان سيستان و بلوچستان,كنارك,بخش زرآباد,قاليباف,242
استان سيستان و بلوچستان,كنارك,بخش زرآباد,ولايتي,191
استان سيستان و بلوچستان,كنارك,بخش زرآباد,جليلي,106
استان سيستان و بلوچستان,كنارك,بخش زرآباد,غرضي,69
استان سيستان و بلوچستان,كنارك,بخش مركزي شهرستان كنارك,روحاني,21323
استان سيستان و بلوچستان,كنارك,بخش مركزي شهرستان كنارك,رضائي ميرقائد,1519
استان سيستان و بلوچستان,كنارك,بخش مركزي شهرستان كنارك,قاليباف,1497
استان سيستان و بلوچستان,كنارك,بخش مركزي شهرستان كنارك,جليلي,875
استان سيستان و بلوچستان,كنارك,بخش مركزي شهرستان كنارك,ولايتي,598
استان سيستان و بلوچستان,كنارك,بخش مركزي شهرستان كنارك,غرضي,208
استان سيستان و بلوچستان,مهرستان,بخش آشار,روحاني,5539
استان سيستان و بلوچستان,مهرستان,بخش آشار,قاليباف,764
استان سيستان و بلوچستان,مهرستان,بخش آشار,رضائي ميرقائد,114
استان سيستان و بلوچستان,مهرستان,بخش آشار,جليلي,82
استان سيستان و بلوچستان,مهرستان,بخش آشار,ولايتي,8
استان سيستان و بلوچستان,مهرستان,بخش آشار,غرضي,7
استان سيستان و بلوچستان,مهرستان,بخش مركزي شهرستان مهرستان,روحاني,16356
استان سيستان و بلوچستان,مهرستان,بخش مركزي شهرستان مهرستان,رضائي ميرقائد,916
استان سيستان و بلوچستان,مهرستان,بخش مركزي شهرستان مهرستان,قاليباف,889
استان سيستان و بلوچستان,مهرستان,بخش مركزي شهرستان مهرستان,جليلي,482
استان سيستان و بلوچستان,مهرستان,بخش مركزي شهرستان مهرستان,ولايتي,129
استان سيستان و بلوچستان,مهرستان,بخش مركزي شهرستان مهرستان,غرضي,98
استان سيستان و بلوچستان,ميرجاوه,بخش ريگ ملك,روحاني,2317
استان سيستان و بلوچستان,ميرجاوه,بخش ريگ ملك,قاليباف,836
استان سيستان و بلوچستان,ميرجاوه,بخش ريگ ملك,رضائي ميرقائد,36
استان سيستان و بلوچستان,ميرجاوه,بخش ريگ ملك,جليلي,35
استان سيستان و بلوچستان,ميرجاوه,بخش ريگ ملك,ولايتي,10
استان سيستان و بلوچستان,ميرجاوه,بخش ريگ ملك,غرضي,7
استان سيستان و بلوچستان,ميرجاوه,بخش لاديز,روحاني,8526
استان سيستان و بلوچستان,ميرجاوه,بخش لاديز,قاليباف,179
استان سيستان و بلوچستان,ميرجاوه,بخش لاديز,جليلي,90
استان سيستان و بلوچستان,ميرجاوه,بخش لاديز,رضائي ميرقائد,55
استان سيستان و بلوچستان,ميرجاوه,بخش لاديز,ولايتي,46
استان سيستان و بلوچستان,ميرجاوه,بخش لاديز,غرضي,13
استان سيستان و بلوچستان,ميرجاوه,بخش مركزي شهرستان ميرجاوه,روحاني,6035
استان سيستان و بلوچستان,ميرجاوه,بخش مركزي شهرستان ميرجاوه,قاليباف,1007
استان سيستان و بلوچستان,ميرجاوه,بخش مركزي شهرستان ميرجاوه,رضائي ميرقائد,232
استان سيستان و بلوچستان,ميرجاوه,بخش مركزي شهرستان ميرجاوه,جليلي,175
استان سيستان و بلوچستان,ميرجاوه,بخش مركزي شهرستان ميرجاوه,ولايتي,101
استان سيستان و بلوچستان,ميرجاوه,بخش مركزي شهرستان ميرجاوه,غرضي,34
استان سيستان و بلوچستان,نيك شهر,بخش آهوران,روحاني,4627
استان سيستان و بلوچستان,نيك شهر,بخش آهوران,رضائي ميرقائد,206
استان سيستان و بلوچستان,نيك شهر,بخش آهوران,قاليباف,151
استان سيستان و بلوچستان,نيك شهر,بخش آهوران,جليلي,49
استان سيستان و بلوچستان,نيك شهر,بخش آهوران,ولايتي,25
استان سيستان و بلوچستان,نيك شهر,بخش آهوران,غرضي,17
استان سيستان و بلوچستان,نيك شهر,بخش بنت,روحاني,7858
استان سيستان و بلوچستان,نيك شهر,بخش بنت,رضائي ميرقائد,808
استان سيستان و بلوچستان,نيك شهر,بخش بنت,قاليباف,593
استان سيستان و بلوچستان,نيك شهر,بخش بنت,جليلي,470
استان سيستان و بلوچستان,نيك شهر,بخش بنت,ولايتي,62
استان سيستان و بلوچستان,نيك شهر,بخش بنت,غرضي,58
استان سيستان و بلوچستان,نيك شهر,بخش فنوج,روحاني,14690
استان سيستان و بلوچستان,نيك شهر,بخش فنوج,رضائي ميرقائد,1066
استان سيستان و بلوچستان,نيك شهر,بخش فنوج,قاليباف,956
استان سيستان و بلوچستان,نيك شهر,بخش فنوج,جليلي,290
استان سيستان و بلوچستان,نيك شهر,بخش فنوج,ولايتي,218
استان سيستان و بلوچستان,نيك شهر,بخش فنوج,غرضي,48
استان سيستان و بلوچستان,نيك شهر,بخش لاشار,روحاني,11750
استان سيستان و بلوچستان,نيك شهر,بخش لاشار,رضائي ميرقائد,714
استان سيستان و بلوچستان,نيك شهر,بخش لاشار,قاليباف,709
استان سيستان و بلوچستان,نيك شهر,بخش لاشار,جليلي,129
استان سيستان و بلوچستان,نيك شهر,بخش لاشار,ولايتي,100
استان سيستان و بلوچستان,نيك شهر,بخش لاشار,غرضي,27
استان سيستان و بلوچستان,نيك شهر,بخش مركزي شهرستان نيك شهر,روحاني,20813
استان سيستان و بلوچستان,نيك شهر,بخش مركزي شهرستان نيك شهر,رضائي ميرقائد,2179
استان سيستان و بلوچستان,نيك شهر,بخش مركزي شهرستان نيك شهر,قاليباف,1390
استان سيستان و بلوچستان,نيك شهر,بخش مركزي شهرستان نيك شهر,جليلي,533
استان سيستان و بلوچستان,نيك شهر,بخش مركزي شهرستان نيك شهر,ولايتي,202
استان سيستان و بلوچستان,نيك شهر,بخش مركزي شهرستان نيك شهر,غرضي,96
استان سيستان و بلوچستان,نيمروز,بخش صابري,روحاني,5143
استان سيستان و بلوچستان,نيمروز,بخش صابري,قاليباف,2301
استان سيستان و بلوچستان,نيمروز,بخش صابري,جليلي,1013
استان سيستان و بلوچستان,نيمروز,بخش صابري,رضائي ميرقائد,633
استان سيستان و بلوچستان,نيمروز,بخش صابري,ولايتي,533
استان سيستان و بلوچستان,نيمروز,بخش صابري,غرضي,112
استان سيستان و بلوچستان,نيمروز,بخش مركزي شهرستان نيمروز,روحاني,6120
استان سيستان و بلوچستان,نيمروز,بخش مركزي شهرستان نيمروز,قاليباف,4012
استان سيستان و بلوچستان,نيمروز,بخش مركزي شهرستان نيمروز,جليلي,1241
استان سيستان و بلوچستان,نيمروز,بخش مركزي شهرستان نيمروز,رضائي ميرقائد,914
استان سيستان و بلوچستان,نيمروز,بخش مركزي شهرستان نيمروز,ولايتي,860
استان سيستان و بلوچستان,نيمروز,بخش مركزي شهرستان نيمروز,غرضي,189
استان سيستان و بلوچستان,هامون,بخش تيمور آباد,قاليباف,2565
استان سيستان و بلوچستان,هامون,بخش تيمور آباد,روحاني,2160
استان سيستان و بلوچستان,هامون,بخش تيمور آباد,جليلي,1146
استان سيستان و بلوچستان,هامون,بخش تيمور آباد,ولايتي,792
استان سيستان و بلوچستان,هامون,بخش تيمور آباد,رضائي ميرقائد,380
استان سيستان و بلوچستان,هامون,بخش تيمور آباد,غرضي,84
استان سيستان و بلوچستان,هامون,بخش مركزي شهرستان هامون,روحاني,8062
استان سيستان و بلوچستان,هامون,بخش مركزي شهرستان هامون,قاليباف,2564
استان سيستان و بلوچستان,هامون,بخش مركزي شهرستان هامون,جليلي,1961
استان سيستان و بلوچستان,هامون,بخش مركزي شهرستان هامون,ولايتي,1185
استان سيستان و بلوچستان,هامون,بخش مركزي شهرستان هامون,رضائي ميرقائد,995
استان سيستان و بلوچستان,هامون,بخش مركزي شهرستان هامون,غرضي,219
استان سيستان و بلوچستان,هيرمند,بخش قرقري,روحاني,3103
استان سيستان و بلوچستان,هيرمند,بخش قرقري,قاليباف,1175
استان سيستان و بلوچستان,هيرمند,بخش قرقري,جليلي,685
استان سيستان و بلوچستان,هيرمند,بخش قرقري,رضائي ميرقائد,397
استان سيستان و بلوچستان,هيرمند,بخش قرقري,ولايتي,229
استان سيستان و بلوچستان,هيرمند,بخش قرقري,غرضي,69
استان سيستان و بلوچستان,هيرمند,بخش مركزي شهرستان هيرمند,روحاني,14837
استان سيستان و بلوچستان,هيرمند,بخش مركزي شهرستان هيرمند,قاليباف,2189
استان سيستان و بلوچستان,هيرمند,بخش مركزي شهرستان هيرمند,جليلي,1627
استان سيستان و بلوچستان,هيرمند,بخش مركزي شهرستان هيرمند,رضائي ميرقائد,1336
استان سيستان و بلوچستان,هيرمند,بخش مركزي شهرستان هيرمند,ولايتي,762
استان سيستان و بلوچستان,هيرمند,بخش مركزي شهرستان هيرمند,غرضي,220
استان فارس,آباده,بخش مركزي شهرستان آباده,روحاني,28610
استان فارس,آباده,بخش مركزي شهرستان آباده,جليلي,8298
استان فارس,آباده,بخش مركزي شهرستان آباده,قاليباف,7942
استان فارس,آباده,بخش مركزي شهرستان آباده,رضائي ميرقائد,3849
استان فارس,آباده,بخش مركزي شهرستان آباده,ولايتي,3226
استان فارس,آباده,بخش مركزي شهرستان آباده,غرضي,931
استان فارس,ارسنجان,بخش مركزي شهرستان ارسنجان,روحاني,11868
استان فارس,ارسنجان,بخش مركزي شهرستان ارسنجان,جليلي,6294
استان فارس,ارسنجان,بخش مركزي شهرستان ارسنجان,قاليباف,2870
استان فارس,ارسنجان,بخش مركزي شهرستان ارسنجان,رضائي ميرقائد,2000
استان فارس,ارسنجان,بخش مركزي شهرستان ارسنجان,ولايتي,1520
استان فارس,ارسنجان,بخش مركزي شهرستان ارسنجان,غرضي,361
استان فارس,استهبان,بخش رونيز,روحاني,6846
استان فارس,استهبان,بخش رونيز,جليلي,2237
استان فارس,استهبان,بخش رونيز,قاليباف,1806
