province,county,township,name,votes
استان خراسان رضوي,سرخس,بخش مرز داران,رضائي ميرقائد,292
استان خراسان رضوي,سرخس,بخش مرز داران,ولايتي,160
استان خراسان رضوي,سرخس,بخش مرز داران,غرضي,79
استان خراسان رضوي,سرخس,بخش مركزي شهرستان سرخس,روحاني,19755
استان خراسان رضوي,سرخس,بخش مركزي شهرستان سرخس,قاليباف,10010
استان خراسان رضوي,سرخس,بخش مركزي شهرستان سرخس,جليلي,4199
استان خراسان رضوي,سرخس,بخش مركزي شهرستان سرخس,رضائي ميرقائد,1505
استان خراسان رضوي,سرخس,بخش مركزي شهرستان سرخس,ولايتي,1181
استان خراسان رضوي,سرخس,بخش مركزي شهرستان سرخس,غرضي,450
استان خراسان رضوي,فريمان,بخش قلندر آباد,روحاني,4883
استان خراسان رضوي,فريمان,بخش قلندر آباد,قاليباف,4275
استان خراسان رضوي,فريمان,بخش قلندر آباد,جليلي,2841
استان خراسان رضوي,فريمان,بخش قلندر آباد,ولايتي,956
استان خراسان رضوي,فريمان,بخش قلندر آباد,رضائي ميرقائد,545
استان خراسان رضوي,فريمان,بخش قلندر آباد,غرضي,212
استان خراسان رضوي,فريمان,بخش مركزي شهرستان فريمان,روحاني,17176
استان خراسان رضوي,فريمان,بخش مركزي شهرستان فريمان,قاليباف,11944
استان خراسان رضوي,فريمان,بخش مركزي شهرستان فريمان,جليلي,6313
استان خراسان رضوي,فريمان,بخش مركزي شهرستان فريمان,ولايتي,2468
استان خراسان رضوي,فريمان,بخش مركزي شهرستان فريمان,رضائي ميرقائد,1173
استان خراسان رضوي,فريمان,بخش مركزي شهرستان فريمان,غرضي,407
استان خراسان رضوي,قوچان,بخش باجگيران,قاليباف,3235
